antecedent,consequent,support,confidence,lift
outbound_dominance_ratio_medium AND proto_arp,bytes_per_packet_low AND service_- AND state_int,0.015792,0.985409,25.88504
proto_arp,bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low AND service_-,0.015792,0.96852,25.69158
outbound_dominance_ratio_medium AND packet_asymmetry_low AND state_con,bytes_per_packet_high AND packet_rate_medium AND proto_udp AND service_-,0.017514,0.833605,25.683552
packet_rate_low AND proto_arp,bytes_per_packet_low AND outbound_dominance_ratio_medium AND service_- AND state_int,0.015792,0.971238,25.51279
packet_rate_low AND proto_arp,bytes_per_packet_low AND packet_asymmetry_medium AND service_- AND state_int,0.015792,0.971238,25.51279
packet_rate_low AND proto_arp,bytes_per_packet_low AND service_- AND state_int,0.015792,0.971238,25.51279
packet_rate_low AND proto_arp,bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND service_- AND state_int,0.015792,0.971238,25.51279
outbound_dominance_ratio_medium AND packet_asymmetry_low AND service_- AND state_con,bytes_per_packet_high AND packet_rate_medium AND proto_udp,0.017514,0.833605,25.468739
outbound_dominance_ratio_medium AND packet_asymmetry_low AND state_con,bytes_per_packet_high AND packet_rate_medium AND proto_udp,0.017514,0.833605,25.468739
proto_arp,bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND service_- AND state_int,0.015792,0.96852,25.4414
proto_arp,bytes_per_packet_low AND service_- AND state_int,0.015792,0.96852,25.4414
proto_arp,bytes_per_packet_low AND packet_asymmetry_medium AND service_- AND state_int,0.015792,0.96852,25.4414
proto_arp,bytes_per_packet_low AND outbound_dominance_ratio_medium AND service_- AND state_int,0.015792,0.96852,25.4414
outbound_dominance_ratio_medium AND proto_arp AND state_int,bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low,0.015792,1.0,25.247084
outbound_dominance_ratio_medium AND proto_arp AND service_- AND state_int,bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low,0.015792,1.0,25.247084
proto_arp AND state_int,bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low,0.015792,1.0,25.247084
proto_arp AND service_- AND state_int,bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low,0.015792,1.0,25.247084
outbound_dominance_ratio_medium AND proto_arp AND service_-,bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low,0.015792,0.985409,24.87871
outbound_dominance_ratio_medium AND proto_arp,bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low,0.015792,0.985409,24.87871
outbound_dominance_ratio_medium AND packet_asymmetry_low AND packet_rate_medium,bytes_per_packet_high AND service_- AND state_con,0.017514,0.717356,24.629308
proto_arp,bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low,0.015792,0.96852,24.452318
proto_arp AND service_-,bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low,0.015792,0.96852,24.452318
outbound_dominance_ratio_medium AND packet_asymmetry_low AND packet_rate_medium,bytes_per_packet_high AND state_con,0.017514,0.717356,24.212103
bytes_per_packet_high AND packet_rate_medium AND proto_udp AND state_con,outbound_dominance_ratio_medium AND packet_asymmetry_low AND service_-,0.017514,0.995785,23.983775
packet_asymmetry_low AND service_- AND state_con,bytes_per_packet_high AND outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp,0.017514,0.778651,23.843777
packet_asymmetry_low AND service_- AND state_con,bytes_per_packet_high AND packet_rate_medium AND proto_udp,0.017526,0.779158,23.805259
outbound_dominance_ratio_medium AND proto_udp AND service_- AND state_con,bytes_per_packet_high AND packet_asymmetry_low AND packet_rate_medium,0.017514,0.859742,23.565437
outbound_dominance_ratio_medium AND proto_udp AND state_con,bytes_per_packet_high AND packet_asymmetry_low AND packet_rate_medium,0.017514,0.855909,23.460351
bytes_per_packet_high AND proto_udp AND state_con,outbound_dominance_ratio_medium AND packet_asymmetry_low AND service_-,0.020201,0.972009,23.411125
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp AND state_con,bytes_per_packet_high AND packet_asymmetry_low AND service_-,0.017514,0.995462,23.229344
outbound_dominance_ratio_medium AND packet_asymmetry_low AND packet_rate_medium,service_- AND state_con,0.01756,0.719224,23.17764
bytes_per_packet_high AND outbound_dominance_ratio_medium AND packet_asymmetry_low AND packet_rate_medium,service_- AND state_con,0.017514,0.718699,23.1607
service_dns AND state_con,bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_medium AND proto_udp,0.042637,0.984721,23.043097
outbound_dominance_ratio_low AND service_dns AND state_con,bytes_per_packet_medium AND packet_asymmetry_low AND packet_rate_medium AND proto_udp,0.042637,0.984721,23.043097
bytes_per_packet_medium AND packet_rate_medium AND state_con,outbound_dominance_ratio_low AND proto_udp AND service_dns,0.042637,0.997731,23.043097
bytes_per_packet_medium AND packet_asymmetry_low AND packet_rate_medium AND state_con,outbound_dominance_ratio_low AND proto_udp AND service_dns,0.042637,0.997731,23.043097
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_medium AND proto_udp,service_dns AND state_con,0.042637,0.997731,23.043097
service_dns AND state_con,bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,0.042637,0.984721,23.043097
packet_asymmetry_low AND service_dns AND state_con,bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,0.042637,0.984721,23.043097
outbound_dominance_ratio_low AND proto_udp AND service_dns,bytes_per_packet_medium AND packet_rate_medium AND state_con,0.042637,0.984721,23.043097
outbound_dominance_ratio_low AND packet_asymmetry_low AND proto_udp AND service_dns,bytes_per_packet_medium AND packet_rate_medium AND state_con,0.042637,0.984721,23.043097
bytes_per_packet_medium AND packet_rate_medium AND state_con,outbound_dominance_ratio_low AND packet_asymmetry_low AND proto_udp AND service_dns,0.042637,0.997731,23.043097
packet_asymmetry_low AND proto_udp AND service_dns,bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND state_con,0.042637,0.984721,23.043097
bytes_per_packet_medium AND packet_asymmetry_low AND packet_rate_medium AND proto_udp,outbound_dominance_ratio_low AND service_dns AND state_con,0.042637,0.997731,23.043097
service_dns AND state_con,bytes_per_packet_medium AND packet_asymmetry_low AND packet_rate_medium AND proto_udp,0.042637,0.984721,23.043097
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,packet_asymmetry_low AND service_dns AND state_con,0.042637,0.997731,23.043097
packet_asymmetry_low AND proto_udp AND service_dns,bytes_per_packet_medium AND packet_rate_medium AND state_con,0.042637,0.984721,23.043097
outbound_dominance_ratio_low AND proto_udp AND service_dns,bytes_per_packet_medium AND packet_asymmetry_low AND packet_rate_medium AND state_con,0.042637,0.984721,23.043097
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,service_dns AND state_con,0.042637,0.997731,23.043097
bytes_per_packet_medium AND packet_rate_medium AND state_con,packet_asymmetry_low AND proto_udp AND service_dns,0.042637,0.997731,23.043097
bytes_per_packet_medium AND packet_asymmetry_low AND packet_rate_medium AND proto_udp,service_dns AND state_con,0.042637,0.997731,23.043097
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND state_con,packet_asymmetry_low AND proto_udp AND service_dns,0.042637,0.997731,23.043097
outbound_dominance_ratio_medium AND proto_udp AND state_con,bytes_per_packet_high AND packet_asymmetry_low AND service_-,0.020201,0.987179,23.036071
outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,bytes_per_packet_medium AND packet_asymmetry_low AND service_dns AND state_con,0.042637,0.994546,23.011961
bytes_per_packet_medium AND service_dns AND state_con,outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,0.042637,0.98654,23.011961
bytes_per_packet_medium AND service_dns AND state_con,outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_medium AND proto_udp,0.042637,0.98654,23.011961
outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,bytes_per_packet_medium AND service_dns AND state_con,0.042637,0.994546,23.011961
outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_medium AND proto_udp,bytes_per_packet_medium AND service_dns AND state_con,0.042637,0.994546,23.011961
bytes_per_packet_medium AND packet_asymmetry_low AND service_dns AND state_con,outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,0.042637,0.98654,23.011961
outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp AND state_con,bytes_per_packet_medium AND packet_asymmetry_low AND service_dns,0.042637,0.994546,23.005889
bytes_per_packet_medium AND packet_asymmetry_low AND service_dns,outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,0.042637,0.98628,23.005889
outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,bytes_per_packet_medium AND packet_asymmetry_low AND service_dns,0.042637,0.994546,23.005889
bytes_per_packet_medium AND packet_asymmetry_low AND service_dns,outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp AND state_con,0.042637,0.98628,23.005889
outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,packet_asymmetry_low AND service_dns AND state_con,0.04266,0.995078,22.981815
packet_asymmetry_low AND service_dns AND state_con,outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,0.04266,0.985248,22.981815
service_dns AND state_con,outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,0.04266,0.985248,22.981815
outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_medium AND proto_udp,service_dns AND state_con,0.04266,0.995078,22.981815
service_dns AND state_con,outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_medium AND proto_udp,0.04266,0.985248,22.981815
outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,service_dns AND state_con,0.04266,0.995078,22.981815
bytes_per_packet_medium AND packet_rate_medium AND state_con,outbound_dominance_ratio_low AND service_dns,0.042637,0.997731,22.9524
outbound_dominance_ratio_low AND service_dns,bytes_per_packet_medium AND packet_asymmetry_low AND packet_rate_medium AND state_con,0.042637,0.980845,22.9524
bytes_per_packet_medium AND packet_rate_medium AND proto_udp AND state_con,outbound_dominance_ratio_low AND packet_asymmetry_low AND service_dns,0.042637,0.997731,22.9524
outbound_dominance_ratio_low AND service_dns,bytes_per_packet_medium AND packet_rate_medium AND proto_udp AND state_con,0.042637,0.980845,22.9524
outbound_dominance_ratio_low AND packet_asymmetry_low AND service_dns,bytes_per_packet_medium AND packet_rate_medium AND proto_udp AND state_con,0.042637,0.980845,22.9524
outbound_dominance_ratio_low AND service_dns,bytes_per_packet_medium AND packet_asymmetry_low AND packet_rate_medium AND proto_udp,0.042637,0.980845,22.9524
bytes_per_packet_medium AND packet_rate_medium AND state_con,outbound_dominance_ratio_low AND packet_asymmetry_low AND service_dns,0.042637,0.997731,22.9524
outbound_dominance_ratio_low AND packet_asymmetry_low AND service_dns,bytes_per_packet_medium AND packet_rate_medium AND state_con,0.042637,0.980845,22.9524
bytes_per_packet_medium AND packet_asymmetry_low AND packet_rate_medium AND state_con,outbound_dominance_ratio_low AND service_dns,0.042637,0.997731,22.9524
outbound_dominance_ratio_low AND service_dns,bytes_per_packet_medium AND packet_rate_medium AND state_con,0.042637,0.980845,22.9524
bytes_per_packet_medium AND packet_asymmetry_low AND packet_rate_medium AND proto_udp AND state_con,outbound_dominance_ratio_low AND service_dns,0.042637,0.997731,22.9524
outbound_dominance_ratio_low AND service_dns,bytes_per_packet_medium AND packet_asymmetry_low AND packet_rate_medium AND proto_udp AND state_con,0.042637,0.980845,22.9524
bytes_per_packet_medium AND packet_rate_medium AND proto_udp AND state_con,outbound_dominance_ratio_low AND service_dns,0.042637,0.997731,22.9524
bytes_per_packet_medium AND packet_asymmetry_low AND packet_rate_medium AND proto_udp,outbound_dominance_ratio_low AND service_dns,0.042637,0.997731,22.9524
packet_asymmetry_low AND service_dns,bytes_per_packet_medium AND packet_rate_medium AND proto_udp AND state_con,0.042637,0.980588,22.946378
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,packet_asymmetry_low AND service_dns,0.042637,0.997731,22.946378
packet_asymmetry_low AND service_dns,bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp AND state_con,0.042637,0.980588,22.946378
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp AND state_con,packet_asymmetry_low AND service_dns,0.042637,0.997731,22.946378
packet_asymmetry_low AND service_dns,bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,0.042637,0.980588,22.946378
packet_asymmetry_low AND service_dns,bytes_per_packet_medium AND packet_rate_medium AND state_con,0.042637,0.980588,22.946378
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND state_con,packet_asymmetry_low AND service_dns,0.042637,0.997731,22.946378
bytes_per_packet_medium AND packet_rate_medium AND state_con,packet_asymmetry_low AND service_dns,0.042637,0.997731,22.946378
bytes_per_packet_medium AND packet_rate_medium AND proto_udp AND state_con,packet_asymmetry_low AND service_dns,0.042637,0.997731,22.946378
packet_asymmetry_low AND service_dns,bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND state_con,0.042637,0.980588,22.946378
bytes_per_packet_medium AND packet_asymmetry_low AND proto_udp AND service_dns,outbound_dominance_ratio_low AND packet_rate_medium AND state_con,0.042637,0.98654,22.941765
outbound_dominance_ratio_low AND packet_rate_medium AND state_con,bytes_per_packet_medium AND packet_asymmetry_low AND proto_udp AND service_dns,0.042637,0.991512,22.941765
bytes_per_packet_medium AND packet_asymmetry_low AND proto_udp,packet_rate_medium AND service_dns AND state_con,0.042637,0.978662,22.941122
packet_rate_medium AND service_dns AND state_con,bytes_per_packet_medium AND packet_asymmetry_low AND proto_udp,0.042637,0.999465,22.941122
bytes_per_packet_medium AND packet_asymmetry_low AND proto_udp,outbound_dominance_ratio_low AND packet_rate_medium AND service_dns AND state_con,0.042637,0.978662,22.941122
packet_rate_medium AND service_dns AND state_con,bytes_per_packet_medium AND outbound_dominance_ratio_low AND proto_udp,0.042637,0.999465,22.941122
outbound_dominance_ratio_low AND packet_rate_medium AND service_dns AND state_con,bytes_per_packet_medium AND packet_asymmetry_low AND proto_udp,0.042637,0.999465,22.941122
packet_asymmetry_low AND packet_rate_medium AND service_dns AND state_con,bytes_per_packet_medium AND outbound_dominance_ratio_low AND proto_udp,0.042637,0.999465,22.941122
bytes_per_packet_medium AND outbound_dominance_ratio_low AND proto_udp,packet_asymmetry_low AND packet_rate_medium AND service_dns AND state_con,0.042637,0.978662,22.941122
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_asymmetry_low AND proto_udp,packet_rate_medium AND service_dns AND state_con,0.042637,0.978662,22.941122
packet_rate_medium AND service_dns AND state_con,bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_asymmetry_low AND proto_udp,0.042637,0.999465,22.941122
